ID,y
1,77.50438969160535
2,94.02686235203875
3,77.50438969160535
4,77.50438969160535
5,111.8922664109654
8,92.34371599323283
10,112.09357218263267
11,93.0872667761657
12,116.18036055301211
14,93.86410803441292
15,116.18036055301211
16,105.11866707802001
17,93.5390520566531
19,94.02611018748594
20,103.00158277352992
21,93.5390520566531
22,116.62661227679484
23,113.43999999999998
26,90.3141475409836
28,113.43999999999998
29,113.43999999999998
33,113.43999999999998
35,90.56502488615808
41,93.5390520566531
42,93.5390520566531
43,114.42701666666665
45,103.00158277352992
46,103.00158277352992
51,94.02611018748594
53,77.49571851392477
55,110.97160366006183
56,93.86410803441292
57,105.11866707802001
58,93.86410803441292
59,103.00158277352992
63,111.82853295844605
64,94.02611018748594
65,103.00158277352992
69,93.86410803441292
71,93.86410803441292
72,105.11866707802001
73,94.02611018748594
76,103.00158277352992
77,103.00158277352992
78,116.62661227679484
82,94.02611018748594
83,103.00158277352992
84,94.02686235203875
85,103.38169592720558
87,111.8922664109654
88,93.5390520566531
89,111.82853295844605
91,94.02686235203875
93,93.86410803441292
94,103.00158277352992
95,94.02686235203875
96,111.82853295844605
97,93.5390520566531
98,112.09357218263267
99,93.0872667761657
101,103.00158277352992
103,111.82853295844605
104,93.5390520566531
105,111.82853295844605
110,93.86410803441292
111,110.97160366006183
113,111.8922664109654
114,93.5390520566531
115,111.78115449572208
117,111.82853295844605
120,93.5390520566531
121,111.82853295844605
122,93.5390520566531
123,111.8922664109654
126,111.82853295844605
132,111.82853295844605
135,103.55526616322837
137,103.00158277352992
138,93.86410803441292
140,93.86410803441292
142,113.27983393534001
144,111.82853295844605
148,92.34371599323283
149,111.82853295844605
155,93.5390520566531
156,111.8922664109654
157,93.5390520566531
162,111.82853295844605
163,93.86410803441292
167,92.6093603589218
172,114.42701666666665
179,111.8922664109654
180,93.5390520566531
181,111.82853295844605
182,93.86410803441292
183,111.82853295844605
185,111.82853295844605
187,111.82853295844605
188,94.02611018748594
189,93.86410803441292
191,93.5390520566531
192,111.39383498446
193,94.02611018748594
194,111.82853295844605
195,93.5390520566531
196,111.82853295844605
198,93.86410803441292
199,111.82853295844605
201,103.00158277352992
204,93.86410803441292
205,105.11866707802001
206,94.02611018748594
210,94.02686235203875
211,103.00158277352992
216,111.82853295844605
219,116.18036055301211
220,93.5390520566531
221,111.82853295844605
226,111.82853295844605
227,92.34371599323283
228,111.82853295844605
230,111.82853295844605
231,93.5390520566531
235,116.62661227679484
236,93.0872667761657
238,111.82853295844605
242,103.38169592720558
243,94.02686235203875
244,77.50438969160535
245,111.82853295844605
247,111.8922664109654
248,92.34371599323283
249,92.34371599323283
250,111.8922664109654
251,93.0872667761657
253,116.62661227679484
254,93.5390520566531
256,93.86410803441292
257,92.34371599323283
258,111.82853295844605
259,93.0872667761657
262,77.50438969160535
266,93.5390520566531
267,111.8922664109654
272,103.00158277352992
273,111.82853295844605
275,93.5390520566531
276,111.82853295844605
279,93.0872667761657
280,103.00158277352992
283,92.6093603589218
285,111.82853295844605
288,111.82853295844605
289,93.0872667761657
290,103.00158277352992
291,94.02686235203875
292,111.8922664109654
293,110.97160366006183
296,93.5390520566531
297,111.82853295844605
298,116.62661227679484
299,94.02611018748594
304,93.5390520566531
305,77.50438969160535
306,94.02611018748594
307,111.82853295844605
311,111.1137
313,111.82853295844605
314,93.5390520566531
316,93.0872667761657
324,93.0872667761657
327,93.0872667761657
329,93.5390520566531
330,111.82853295844605
337,103.00158277352992
338,94.02611018748594
339,103.00158277352992
340,94.02611018748594
343,92.34371599323283
345,116.18036055301211
346,93.5390520566531
347,111.8922664109654
349,111.39383498446
350,93.5390520566531
352,111.82853295844605
353,93.5390520566531
354,77.50438969160535
357,93.86410803441292
358,110.97160366006183
362,111.8922664109654
364,119.72157817460315
365,103.00158277352992
366,94.02611018748594
367,111.82853295844605
368,93.86410803441292
370,77.50438969160535
373,93.86410803441292
377,93.5390520566531
378,112.09357218263267
382,103.00158277352992
384,111.82853295844605
390,94.02686235203875
392,111.82853295844605
393,111.82853295844605
395,93.86410803441292
396,103.00158277352992
399,77.50438969160535
406,111.82853295844605
408,111.82853295844605
409,93.5390520566531
410,77.50438969160535
412,110.97160366006183
413,92.34371599323283
419,94.02686235203875
420,110.97160366006183
421,92.34371599323283
430,104.65199662004662
434,94.02611018748594
436,93.0872667761657
437,93.86410803441292
438,92.34371599323283
439,111.82853295844605
440,94.02686235203875
443,111.82853295844605
446,93.86410803441292
448,94.02686235203875
452,94.02611018748594
453,103.38169592720558
457,103.00158277352992
458,94.02611018748594
459,115.54635765418456
460,103.00158277352992
462,103.38169592720558
464,103.00158277352992
465,116.18036055301211
467,114.10964285714286
471,111.82853295844605
472,77.50438969160535
473,93.5390520566531
475,94.02611018748594
480,93.86410803441292
488,111.8922664109654
490,111.82853295844605
491,103.00158277352992
492,77.50438969160535
493,93.86410803441292
497,92.34371599323283
498,111.82853295844605
499,94.02686235203875
500,103.00158277352992
501,94.02611018748594
502,111.8922664109654
506,77.49571851392477
510,111.8922664109654
511,92.6093603589218
512,93.5390520566531
516,92.34371599323283
518,93.5390520566531
519,111.8922664109654
521,92.34371599323283
522,110.97160366006183
526,111.8922664109654
529,93.0872667761657
532,111.8922664109654
533,93.86410803441292
536,111.82853295844605
537,106.79307692307691
539,94.02611018748594
540,103.00158277352992
541,93.86410803441292
543,93.86410803441292
546,111.8922664109654
547,93.0872667761657
548,77.50438969160535
551,93.86410803441292
552,103.00158277352992
556,103.00158277352992
557,93.86410803441292
558,111.82853295844605
559,93.86410803441292
560,105.11866707802001
562,105.11866707802001
566,93.0872667761657
570,111.82853295844605
571,93.86410803441292
572,103.00158277352992
573,94.02611018748594
575,116.18036055301211
576,112.09357218263267
577,93.5390520566531
579,93.5390520566531
580,111.8922664109654
581,111.82853295844605
589,111.82853295844605
591,103.00158277352992
593,94.02686235203875
594,103.00158277352992
595,94.02611018748594
598,93.86410803441292
602,111.8922664109654
604,111.82853295844605
606,111.39383498446
608,94.02611018748594
609,103.00158277352992
610,94.02611018748594
616,111.8922664109654
617,94.02686235203875
618,103.00158277352992
620,103.38169592720558
622,111.82853295844605
623,92.34371599323283
624,109.77109212731712
626,111.82853295844605
628,112.09357218263267
629,93.5390520566531
630,111.82853295844605
637,93.86410803441292
638,103.00158277352992
643,94.02611018748594
645,93.86410803441292
646,119.14459523809526
648,93.86410803441292
652,93.0872667761657
653,93.86410803441292
654,111.82853295844605
656,111.82853295844605
657,93.5390520566531
659,93.86410803441292
660,103.38169592720558
663,93.5390520566531
664,112.09357218263267
666,103.00158277352992
668,111.8922664109654
669,94.02611018748594
671,93.86410803441292
675,92.34371599323283
677,93.0872667761657
678,111.82853295844605
679,103.00158277352992
682,93.86410803441292
685,103.00158277352992
687,93.86410803441292
688,92.6093603589218
693,111.82853295844605
